NO_OF_FRAMES	2130
NO_OF_CAMERAS	6
NO_OF_MARKERS	31
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-09-10, 12:10:36.270	4128673.93321610
DATA_INCLUDED	3D
MARKER_NAMES	RFH	RBH	LBH	LFH	C7	IJ_chest	RAC_sho	LAC_sho	RHGT_sho	LHGT_sho	RPSI_back	LPSI_back	RASI	RLE_elb	RME_elb	LLE_elb	LME_elb	RUS_wrist	RRS_wrist	LUS_wrist	LRS_wrist	RTF_hand	RHM2_hand	RIF_hand	RHL5_hand	RLF_hand	LTF_hand	LHM2_hand	LIF_hand	LHL5_hand	LLF_hand
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Mixed	Measured	Mixed	Measured	Measured
Frame	Time	RFH X	RFH Y	RFH Z	RBH X	RBH Y	RBH Z	LBH X	LBH Y	LBH Z	LFH X	LFH Y	LFH Z	C7 X	C7 Y	C7 Z	IJ_chest X	IJ_chest Y	IJ_chest Z	RAC_sho X	RAC_sho Y	RAC_sho Z	LAC_sho X	LAC_sho Y	LAC_sho Z	RHGT_sho X	RHGT_sho Y	RHGT_sho Z	LHGT_sho X	LHGT_sho Y	LHGT_sho Z	RPSI_back X	RPSI_back Y	RPSI_back Z	LPSI_back X	LPSI_back Y	LPSI_back Z	RASI X	RASI Y	RASI Z	RLE_elb X	RLE_elb Y	RLE_elb Z	RME_elb X	RME_elb Y	RME_elb Z	LLE_elb X	LLE_elb Y	LLE_elb Z	LME_elb X	LME_elb Y	LME_elb Z	RUS_wrist X	RUS_wrist Y	RUS_wrist Z	RRS_wrist X	RRS_wrist Y	RRS_wrist Z	LUS_wrist X	LUS_wrist Y	LUS_wrist Z	LRS_wrist X	LRS_wrist Y	LRS_wrist Z	RTF_hand X	RTF_hand Y	RTF_hand Z	RHM2_hand X	RHM2_hand Y	RHM2_hand Z	RIF_hand X	RIF_hand Y	RIF_hand Z	RHL5_hand X	RHL5_hand Y	RHL5_hand Z	RLF_hand X	RLF_hand Y	RLF_hand Z	LTF_hand X	LTF_hand Y	LTF_hand Z	LHM2_hand X	LHM2_hand Y	LHM2_hand Z	LIF_hand X	LIF_hand Y	LIF_hand Z	LHL5_hand X	LHL5_hand Y	LHL5_hand Z	LLF_hand X	LLF_hand Y	LLF_hand Z	
1508	15.07000	382.711	-140.235	827.614	371.556	-241.609	808.393	209.195	-220.220	805.455	229.756	-115.436	829.775	291.925	-289.856	653.349	300.113	-169.586	599.349	508.223	-231.588	596.859	95.154	-234.530	577.965	554.947	-225.419	530.966	45.516	-234.592	501.777	354.610	-321.980	167.618	260.180	-319.753	174.551	0.000	0.000	0.000	597.923	-179.257	278.439	536.979	-219.837	237.811	19.815	-170.715	242.610	73.289	-210.880	207.969	508.144	47.693	287.554	445.677	35.091	317.459	118.958	60.258	270.218	183.018	45.715	300.554	368.396	129.765	304.133	433.262	131.717	319.864	412.109	220.289	302.198	486.820	128.533	301.359	505.075	197.662	299.752	262.303	137.318	294.435	189.730	140.776	305.952	198.379	230.486	290.506	131.966	129.215	284.061	111.520	200.379	274.419
1509	15.08000	382.611	-140.199	827.623	371.509	-241.620	808.410	209.098	-220.253	805.443	229.689	-115.427	829.757	291.868	-289.866	653.361	300.053	-169.681	599.367	508.176	-231.572	596.881	95.110	-234.557	577.999	554.879	-225.405	530.984	45.451	-234.615	501.839	354.597	-322.038	167.608	260.169	-319.843	174.536	0.000	0.000	0.000	597.888	-179.277	278.552	536.959	-219.874	237.828	19.779	-170.731	242.640	73.252	-210.863	207.977	508.078	47.678	287.575	445.544	35.098	317.412	118.989	60.227	270.272	183.019	45.705	300.579	368.320	129.752	304.109	433.151	131.693	319.889	412.001	220.264	302.149	486.769	128.517	301.383	504.974	197.639	299.809	262.328	137.288	294.436	189.699	140.758	306.001	198.387	230.442	290.554	131.972	129.187	284.049	111.548	200.354	274.450
1510	15.09000	382.571	-140.225	827.681	371.442	-241.605	808.428	209.047	-220.229	805.449	229.636	-115.400	829.739	291.851	-289.867	653.388	299.990	-169.711	599.367	508.115	-231.572	596.904	95.062	-234.569	578.019	554.837	-225.380	531.016	45.410	-234.617	501.830	354.551	-322.156	167.646	260.139	-319.920	174.552	0.000	0.000	0.000	597.838	-179.265	278.565	536.945	-219.918	237.875	19.745	-170.742	242.661	73.208	-210.872	207.993	508.002	47.659	287.596	445.499	35.078	317.459	118.964	60.209	270.245	182.961	45.663	300.620	368.206	129.712	304.166	433.098	131.649	319.961	411.889	220.232	302.191	486.637	128.510	301.351	504.894	197.610	299.886	262.276	137.258	294.467	189.722	140.729	305.950	198.388	230.427	290.538	131.975	129.180	284.050	111.527	200.360	274.413
1511	15.10000	382.530	-140.229	827.682	371.377	-241.573	808.430	208.990	-220.229	805.435	229.565	-115.400	829.730	291.783	-289.906	653.423	299.978	-169.744	599.322	508.076	-231.568	596.946	95.013	-234.594	578.047	554.810	-225.386	531.045	45.369	-234.641	501.874	354.528	-322.246	167.647	260.111	-319.982	174.532	0.000	0.000	0.000	597.800	-179.237	278.569	536.917	-219.905	237.907	19.700	-170.756	242.665	73.179	-210.893	208.023	507.907	47.634	287.655	445.412	35.036	317.477	118.921	60.180	270.278	182.966	45.645	300.661	368.129	129.691	304.216	432.983	131.633	319.927	411.764	220.220	302.177	486.502	128.497	301.340	504.764	197.616	299.920	262.306	137.239	294.463	189.737	140.693	306.040	198.417	230.404	290.527	131.971	129.130	284.082	111.545	200.309	274.420
1512	15.11000	382.461	-140.217	827.696	371.317	-241.560	808.448	208.930	-220.223	805.417	229.521	-115.414	829.725	291.738	-289.908	653.446	299.835	-169.736	599.476	508.035	-231.562	596.965	94.970	-234.603	578.066	554.722	-225.364	531.050	45.296	-234.659	501.899	354.495	-322.312	167.616	260.073	-320.040	174.561	0.000	0.000	0.000	597.771	-179.242	278.596	536.924	-219.897	237.954	19.657	-170.778	242.727	73.107	-210.925	208.060	507.839	47.619	287.719	445.361	35.022	317.523	118.922	60.159	270.262	182.963	45.615	300.639	368.045	129.645	304.261	432.934	131.588	320.004	411.675	220.186	302.206	486.450	128.490	301.400	504.638	197.633	299.870	262.321	137.230	294.468	189.719	140.697	306.000	198.411	230.384	290.520	131.965	129.128	284.098	111.502	200.254	274.463
1513	15.12000	382.404	-140.174	827.705	371.255	-241.554	808.444	208.859	-220.228	805.416	229.442	-115.385	829.706	291.687	-289.935	653.462	299.870	-169.795	599.410	507.975	-231.577	596.988	94.878	-234.617	578.109	554.702	-225.401	531.109	45.278	-234.681	501.920	354.457	-322.374	167.641	260.064	-320.129	174.565	0.000	0.000	0.000	597.754	-179.274	278.690	536.889	-219.917	237.970	19.649	-170.738	242.682	73.065	-210.938	208.065	507.748	47.630	287.673	445.179	35.070	317.519	118.919	60.109	270.363	182.958	45.579	300.656	367.952	129.632	304.317	432.835	131.562	320.043	411.589	220.185	302.218	486.348	128.461	301.404	504.549	197.611	299.908	262.300	137.200	294.462	189.722	140.661	306.017	198.417	230.328	290.501	131.936	129.091	284.130	111.512	200.236	274.457
1514	15.13000	382.309	-140.147	827.695	371.198	-241.561	808.449	208.825	-220.229	805.420	229.356	-115.407	829.721	291.635	-289.928	653.458	299.770	-169.789	599.434	507.917	-231.576	597.037	94.886	-234.634	578.097	554.662	-225.370	531.108	45.247	-234.678	501.912	354.427	-322.428	167.651	260.026	-320.181	174.557	0.000	0.000	0.000	597.648	-179.213	278.638	536.843	-219.931	238.024	19.584	-170.767	242.746	73.007	-210.927	208.076	507.664	47.635	287.720	445.210	35.006	317.592	118.907	60.078	270.412	182.937	45.543	300.737	367.858	129.585	304.326	432.753	131.555	320.063	411.478	220.139	302.174	486.239	128.472	301.393	504.425	197.598	299.932	262.279	137.166	294.474	189.784	140.619	306.017	198.415	230.304	290.515	131.924	129.051	284.179	111.497	200.216	274.501
1515	15.14000	382.248	-140.145	827.699	371.152	-241.547	808.462	208.764	-220.217	805.408	229.304	-115.392	829.664	291.592	-289.958	653.512	299.743	-169.831	599.488	507.884	-231.575	597.076	94.831	-234.651	578.112	554.651	-225.388	531.178	45.159	-234.716	501.959	354.401	-322.493	167.649	259.994	-320.231	174.586	0.000	0.000	0.000	597.685	-179.300	278.712	536.794	-219.959	238.067	19.532	-170.786	242.782	72.957	-210.951	208.104	507.626	47.600	287.771	445.084	35.041	317.563	118.883	60.046	270.411	182.945	45.517	300.675	367.800	129.547	304.333	432.631	131.564	320.007	411.355	220.144	302.159	486.178	128.450	301.433	504.335	197.615	299.968	262.317	137.170	294.434	189.734	140.569	306.099	198.400	230.271	290.524	131.861	129.077	284.307	111.499	200.215	274.502
1516	15.15000	382.226	-140.138	827.677	371.106	-241.539	808.459	208.706	-220.234	805.426	229.267	-115.383	829.657	291.580	-289.946	653.497	299.706	-169.831	599.483	507.839	-231.576	597.091	94.782	-234.667	578.141	554.579	-225.378	531.167	45.110	-234.723	502.007	354.356	-322.556	167.657	259.973	-320.275	174.581	0.000	0.000	0.000	597.569	-179.220	278.684	536.724	-219.946	238.098	19.494	-170.796	242.789	72.913	-210.953	208.128	507.485	47.623	287.735	444.997	35.017	317.579	118.889	60.054	270.417	182.902	45.478	300.707	367.700	129.538	304.331	432.512	131.581	319.964	411.317	220.110	302.117	486.098	128.440	301.457	504.186	197.586	300.036	262.229	137.144	294.433	189.694	140.540	306.138	198.406	230.262	290.536	131.909	129.031	284.210	111.312	200.006	274.808
1517	15.16000	382.203	-140.138	827.700	371.065	-241.512	808.481	208.671	-220.216	805.416	229.195	-115.382	829.661	291.506	-289.980	653.545	299.615	-169.852	599.516	507.800	-231.565	597.107	94.709	-234.675	578.163	554.553	-225.379	531.209	45.088	-234.697	501.992	354.311	-322.628	167.660	259.916	-320.342	174.612	0.000	0.000	0.000	597.547	-179.240	278.752	536.712	-219.917	238.105	19.426	-170.805	242.820	72.871	-210.963	208.136	507.418	47.631	287.758	444.902	34.999	317.561	118.831	60.009	270.480	182.888	45.472	300.707	367.607	129.560	304.260	432.422	131.541	320.031	411.194	220.110	302.116	485.987	128.442	301.442	504.133	197.599	300.069	262.185	137.089	294.512	189.674	140.511	306.122	198.369	230.255	290.559	131.885	129.007	284.238	111.472	200.185	274.582
1518	15.17000	382.107	-140.076	827.698	371.015	-241.509	808.501	208.628	-220.228	805.426	229.132	-115.392	829.664	291.473	-289.980	653.550	299.591	-169.904	599.478	507.752	-231.581	597.156	94.676	-234.694	578.186	554.507	-225.369	531.216	45.029	-234.695	501.986	354.274	-322.680	167.671	259.877	-320.367	174.617	0.000	0.000	0.000	597.502	-179.227	278.784	536.682	-219.926	238.178	19.375	-170.824	242.855	72.822	-211.008	208.240	507.382	47.621	287.773	444.860	34.991	317.581	118.813	60.016	270.447	182.847	45.472	300.708	367.538	129.522	304.329	432.328	131.563	320.004	411.137	220.107	302.128	485.951	128.414	301.490	504.012	197.611	300.032	262.202	137.102	294.557	189.649	140.503	306.162	198.318	230.230	290.598	131.858	128.981	284.257	111.425	200.147	274.573
1519	15.18000	382.073	-140.070	827.670	370.991	-241.505	808.513	208.582	-220.244	805.451	229.084	-115.390	829.638	291.402	-290.017	653.580	299.505	-169.842	599.556	507.706	-231.570	597.163	94.615	-234.675	578.183	554.444	-225.358	531.257	44.945	-234.749	502.063	354.250	-322.734	167.654	259.827	-320.423	174.631	0.000	0.000	0.000	597.463	-179.226	278.842	536.646	-219.940	238.201	19.310	-170.828	242.876	72.765	-210.992	208.248	507.328	47.614	287.785	444.814	34.975	317.599	118.782	60.008	270.446	182.803	45.452	300.739	367.427	129.582	304.257	432.267	131.538	320.009	411.030	220.084	302.179	485.887	128.447	301.442	503.901	197.592	300.012	261.954	136.998	294.739	189.619	140.491	306.168	198.302	230.205	290.635	131.843	128.974	284.243	111.232	199.997	274.797
1520	15.19000	382.015	-140.051	827.645	370.956	-241.461	808.527	208.578	-220.246	805.449	229.073	-115.356	829.599	291.367	-290.015	653.583	299.489	-169.924	599.532	507.655	-231.556	597.190	94.578	-234.710	578.205	554.416	-225.352	531.267	44.923	-234.736	502.055	354.224	-322.798	167.671	259.805	-320.497	174.627	0.000	0.000	0.000	597.343	-179.185	278.774	536.609	-219.980	238.260	19.278	-170.820	242.876	72.729	-210.987	208.244	507.222	47.626	287.803	444.692	35.007	317.554	118.769	59.969	270.480	182.773	45.435	300.772	367.332	129.561	304.307	432.172	131.523	320.155	410.968	220.093	302.193	485.839	128.441	301.469	503.831	197.596	300.020	262.133	137.100	294.554	189.604	140.502	306.165	198.277	230.219	290.618	131.795	128.970	284.247	111.156	199.925	274.866
1521	15.20000	381.991	-140.039	827.640	370.922	-241.447	808.525	208.528	-220.275	805.473	228.944	-115.420	829.616	291.313	-290.051	653.598	299.464	-169.896	599.577	507.604	-231.554	597.207	94.548	-234.708	578.191	554.361	-225.332	531.303	44.856	-234.745	502.044	354.188	-322.852	167.642	259.773	-320.535	174.639	0.000	0.000	0.000	597.302	-179.155	278.783	536.574	-219.993	238.284	19.231	-170.815	242.882	72.687	-210.999	208.250	507.168	47.626	287.795	444.638	34.998	317.573	118.722	59.993	270.462	182.728	45.422	300.779	367.256	129.551	304.293	432.084	131.567	320.106	410.910	220.096	302.165	485.777	128.445	301.481	503.768	197.599	300.008	262.146	137.069	294.550	189.557	140.472	306.193	198.214	230.207	290.637	131.704	129.000	284.394	111.145	199.962	274.855
1522	15.21000	381.904	-139.993	827.596	370.906	-241.432	808.535	208.485	-220.301	805.516	228.940	-115.403	829.605	291.287	-290.029	653.600	299.347	-169.917	599.618	507.544	-231.540	597.219	94.480	-234.719	578.208	554.347	-225.345	531.343	44.845	-234.744	502.019	354.146	-322.891	167.635	259.751	-320.548	174.614	0.000	0.000	0.000	597.281	-179.177	278.849	536.550	-219.982	238.303	19.167	-170.837	242.901	72.649	-210.977	208.262	507.146	47.651	287.812	444.600	34.996	317.631	118.667	59.970	270.550	182.706	45.408	300.781	367.184	129.531	304.291	432.048	131.549	320.111	410.809	220.086	302.169	485.674	128.431	301.571	503.676	197.587	300.054	261.874	136.961	294.770	189.520	140.449	306.204	198.242	230.202	290.626	131.722	128.934	284.308	111.092	199.923	274.928
1523	15.22000	381.873	-139.969	827.602	370.874	-241.411	808.540	208.464	-220.305	805.512	228.864	-115.420	829.583	291.249	-290.041	653.588	299.309	-169.943	599.607	507.493	-231.549	597.259	94.430	-234.763	578.219	554.303	-225.329	531.376	44.764	-234.771	502.049	354.102	-322.945	167.633	259.714	-320.624	174.612	0.000	0.000	0.000	597.226	-179.154	278.835	536.515	-220.002	238.319	19.131	-170.828	242.888	72.586	-210.992	208.275	507.100	47.631	287.869	444.520	35.008	317.601	118.668	59.986	270.541	182.688	45.416	300.828	367.102	129.534	304.250	431.962	131.552	320.112	410.728	220.080	302.158	485.623	128.429	301.569	503.589	197.629	300.061	261.849	136.902	294.804	189.513	140.452	306.218	198.237	230.177	290.644	131.689	128.930	284.328	111.061	199.922	274.940
1524	15.23000	381.777	-139.941	827.563	370.859	-241.382	808.546	208.426	-220.329	805.538	228.819	-115.430	829.605	291.174	-290.066	653.626	299.275	-169.922	599.612	507.470	-231.555	597.270	94.399	-234.767	578.258	554.229	-225.303	531.370	44.745	-234.796	502.086	354.071	-322.987	167.626	259.696	-320.645	174.616	0.000	0.000	0.000	597.189	-179.145	278.901	536.479	-220.005	238.353	19.118	-170.812	242.873	72.542	-210.994	208.299	507.026	47.676	287.877	444.436	35.005	317.605	118.617	59.969	270.551	182.646	45.391	300.827	367.025	129.485	304.261	431.888	131.554	320.133	410.636	220.095	302.166	485.525	128.460	301.599	503.502	197.625	300.060	261.848	136.880	294.806	189.509	140.459	306.223	198.215	230.159	290.666	131.675	128.935	284.350	111.062	199.940	274.921
1525	15.24000	381.778	-139.936	827.567	370.829	-241.375	808.562	208.385	-220.344	805.547	228.778	-115.436	829.579	291.149	-290.100	653.635	299.252	-169.910	599.607	507.431	-231.563	597.291	94.355	-234.768	578.250	554.205	-225.316	531.409	44.719	-234.781	502.064	354.059	-323.026	167.620	259.664	-320.698	174.609	0.000	0.000	0.000	597.126	-179.101	278.891	536.440	-220.003	238.404	19.037	-170.788	242.925	72.508	-210.991	208.277	506.941	47.710	287.873	444.408	35.020	317.669	118.609	59.975	270.600	182.625	45.387	300.860	366.924	129.482	304.240	431.839	131.547	320.137	410.535	220.090	302.175	485.451	128.467	301.608	503.425	197.642	300.065	262.097	137.008	294.606	189.477	140.467	306.231	198.221	230.159	290.700	131.613	128.980	284.448	111.085	199.950	274.946
1526	15.25000	381.704	-139.896	827.563	370.790	-241.366	808.550	208.356	-220.353	805.543	228.698	-115.462	829.604	291.119	-290.103	653.617	299.184	-169.868	599.700	507.394	-231.572	597.298	94.327	-234.797	578.248	554.144	-225.308	531.442	44.632	-234.835	502.133	354.032	-323.046	167.616	259.654	-320.743	174.652	0.000	0.000	0.000	597.131	-179.157	278.991	536.364	-220.037	238.517	18.990	-170.809	242.974	72.449	-210.984	208.293	506.902	47.722	287.931	444.371	35.004	317.674	118.616	59.978	270.605	182.582	45.367	300.900	366.878	129.469	304.297	431.779	131.570	320.134	410.466	220.088	302.195	485.334	128.480	301.631	503.369	197.630	300.062	261.773	136.876	294.903	189.479	140.439	306.284	198.177	230.161	290.737	131.664	128.938	284.379	111.084	199.957	274.959
1527	15.26000	381.658	-139.890	827.535	370.745	-241.351	808.558	208.311	-220.366	805.560	228.687	-115.445	829.560	291.081	-290.112	653.626	299.093	-169.844	599.670	507.340	-231.587	597.310	94.284	-234.789	578.256	554.138	-225.341	531.449	44.639	-234.801	502.100	354.023	-323.081	167.599	259.608	-320.753	174.629	0.000	0.000	0.000	597.122	-179.125	279.008	536.391	-219.984	238.443	18.958	-170.801	242.974	72.425	-210.975	208.325	506.843	47.727	287.934	444.338	34.972	317.727	118.583	59.995	270.621	182.584	45.374	300.923	366.794	129.467	304.328	431.734	131.569	320.159	410.404	220.059	302.228	485.292	128.464	301.643	503.317	197.640	300.093	261.755	136.888	294.914	189.438	140.431	306.347	198.147	230.157	290.817	131.592	128.986	284.497	111.080	199.956	274.998
1528	15.27000	381.629	-139.901	827.551	370.718	-241.336	808.557	208.267	-220.377	805.548	228.612	-115.475	829.593	291.054	-290.115	653.625	299.103	-169.844	599.683	507.299	-231.590	597.307	94.267	-234.791	578.269	554.103	-225.350	531.469	44.578	-234.805	502.128	353.990	-323.118	167.625	259.615	-320.749	174.585	0.000	0.000	0.000	597.068	-179.103	278.993	536.365	-219.973	238.468	18.909	-170.795	243.002	72.381	-210.976	208.349	506.772	47.721	287.963	444.250	34.991	317.729	118.573	60.000	270.665	182.571	45.366	300.932	366.774	129.485	304.343	431.683	131.523	320.197	410.333	220.089	302.223	485.251	128.464	301.651	503.270	197.639	300.182	261.778	136.875	294.922	189.436	140.455	306.363	198.152	230.137	290.856	131.585	129.013	284.544	111.069	199.953	275.067
1529	15.28000	381.598	-139.909	827.575	370.674	-241.343	808.562	208.230	-220.367	805.575	228.594	-115.453	829.575	291.017	-290.111	653.632	299.054	-169.796	599.748	507.259	-231.595	597.315	94.196	-234.801	578.253	554.105	-225.366	531.511	44.540	-234.827	502.159	353.983	-323.124	167.614	259.571	-320.793	174.618	0.000	0.000	0.000	597.049	-179.103	279.021	536.326	-219.972	238.517	18.910	-170.777	242.981	72.367	-210.953	208.338	506.762	47.687	288.019	444.203	34.957	317.761	118.527	59.969	270.726	182.556	45.360	300.964	366.684	129.454	304.379	431.622	131.516	320.230	410.311	220.059	302.330	485.176	128.540	301.676	503.223	197.611	300.253	261.811	136.916	294.924	189.446	140.468	306.391	198.160	230.163	290.865	131.567	128.992	284.595	111.018	199.947	275.141
1530	15.29000	381.532	-139.899	827.582	370.637	-241.357	808.555	208.203	-220.357	805.547	228.532	-115.474	829.594	290.960	-290.126	653.631	299.028	-169.751	599.775	507.224	-231.574	597.287	94.179	-234.812	578.272	554.019	-225.325	531.477	44.508	-234.804	502.125	353.968	-323.112	167.599	259.574	-320.822	174.600	0.000	0.000	0.000	597.015	-179.072	279.047	536.317	-219.955	238.502	18.882	-170.753	242.996	72.323	-210.961	208.355	506.700	47.704	288.114	444.159	34.965	317.761	118.486	59.970	270.765	182.528	45.365	301.005	366.653	129.444	304.395	431.562	131.531	320.246	410.185	220.049	302.440	485.123	128.492	301.760	503.164	197.615	300.311	261.792	136.880	294.921	189.406	140.447	306.469	198.155	230.161	290.920	131.546	128.997	284.638	111.033	199.989	275.109
1531	15.30000	381.530	-139.914	827.597	370.598	-241.368	808.575	208.174	-220.359	805.549	228.525	-115.486	829.604	290.924	-290.102	653.637	298.937	-169.656	599.837	507.168	-231.564	597.289	94.137	-234.795	578.258	553.955	-225.311	531.466	44.478	-234.801	502.118	353.955	-323.186	167.604	259.547	-320.836	174.619	0.000	0.000	0.000	596.963	-179.029	278.994	536.286	-219.956	238.470	18.849	-170.763	243.017	72.310	-210.952	208.332	506.659	47.697	288.136	444.130	34.956	317.790	118.508	60.023	270.743	182.505	45.376	301.043	366.600	129.439	304.451	431.543	131.511	320.286	410.178	220.046	302.478	485.096	128.477	301.801	503.106	197.624	300.336	261.717	136.880	295.007	189.403	140.453	306.478	198.126	230.173	290.941	131.537	129.015	284.658	111.024	199.979	275.183
1532	15.31000	381.489	-139.919	827.599	370.542	-241.370	808.547	208.128	-220.360	805.547	228.509	-115.460	829.617	290.891	-290.094	653.624	298.925	-169.643	599.843	507.159	-231.572	597.303	94.086	-234.797	578.265	553.936	-225.325	531.446	44.452	-234.800	502.106	353.954	-323.149	167.606	259.543	-320.870	174.620	0.000	0.000	0.000	596.968	-179.040	279.021	536.242	-219.960	238.470	18.835	-170.747	243.002	72.294	-210.932	208.342	506.626	47.706	288.130	444.089	34.962	317.804	118.482	60.033	270.790	182.474	45.391	301.083	366.568	129.451	304.569	431.523	131.522	320.319	410.155	220.056	302.515	485.082	128.532	301.765	503.102	197.626	300.328	261.771	136.952	295.020	189.357	140.449	306.564	198.097	230.173	291.018	131.523	129.037	284.683	110.989	199.981	275.175
1533	15.32000	381.429	-139.943	827.629	370.513	-241.389	808.562	208.065	-220.348	805.540	228.453	-115.476	829.655	290.853	-290.103	653.627	298.871	-169.512	599.906	507.105	-231.554	597.292	94.075	-234.784	578.225	553.898	-225.307	531.457	44.435	-234.782	502.050	353.928	-323.165	167.598	259.511	-320.851	174.580	0.000	0.000	0.000	596.942	-179.092	279.057	536.205	-219.937	238.478	18.818	-170.693	242.955	72.273	-210.890	208.291	506.614	47.720	288.159	444.083	34.999	317.806	118.461	60.034	270.841	182.413	45.391	301.129	366.602	129.468	304.711	431.513	131.539	320.318	410.141	220.075	302.539	485.074	128.543	301.746	503.097	197.639	300.313	261.725	136.964	295.049	189.339	140.509	306.563	198.063	230.199	291.028	131.470	129.021	284.753	110.971	200.015	275.234
1534	15.33000	381.412	-139.967	827.674	370.463	-241.377	808.532	208.034	-220.325	805.554	228.452	-115.461	829.675	290.817	-290.066	653.636	298.862	-169.400	599.940	507.051	-231.557	597.284	94.045	-234.777	578.233	553.848	-225.291	531.425	44.406	-234.767	502.037	353.910	-323.161	167.582	259.522	-320.871	174.561	0.000	0.000	0.000	596.847	-179.043	278.969	536.183	-219.935	238.483	18.800	-170.701	242.970	72.251	-210.886	208.311	506.635	47.724	288.156	444.092	34.988	317.837	118.436	60.069	270.832	182.427	45.429	301.114	366.599	129.493	304.757	431.532	131.566	320.340	410.170	220.090	302.528	485.056	128.477	301.799	503.107	197.626	300.296	261.680	136.997	295.091	189.304	140.511	306.606	198.019	230.208	291.069	131.500	129.013	284.693	110.956	200.031	275.308
1535	15.34000	381.378	-139.956	827.672	370.436	-241.376	808.526	207.977	-220.335	805.533	228.431	-115.471	829.728	290.781	-290.045	653.624	298.777	-169.228	599.984	507.037	-231.542	597.269	94.001	-234.771	578.206	553.818	-225.293	531.424	44.365	-234.752	502.037	353.916	-323.154	167.597	259.521	-320.881	174.576	0.000	0.000	0.000	596.861	-179.073	278.972	536.154	-219.932	238.448	18.804	-170.651	242.896	72.253	-210.885	208.296	506.615	47.685	288.166	444.089	35.004	317.836	118.407	60.070	270.854	182.410	45.443	301.136	366.611	129.521	304.728	431.568	131.555	320.336	410.142	220.091	302.518	485.065	128.547	301.748	503.094	197.632	300.344	261.670	136.991	295.115	189.264	140.529	306.627	198.031	230.220	291.158	131.466	129.088	284.786	111.057	200.187	275.256
1536	15.35000	381.350	-139.992	827.714	370.394	-241.358	808.513	208.002	-220.282	805.528	228.387	-115.472	829.762	290.756	-290.035	653.614	298.805	-169.161	600.005	507.003	-231.542	597.264	93.969	-234.725	578.210	553.803	-225.296	531.424	44.379	-234.711	501.951	353.906	-323.146	167.601	259.498	-320.872	174.564	0.000	0.000	0.000	596.777	-179.059	278.962	536.062	-219.966	238.490	18.818	-170.630	242.892	72.233	-210.894	208.289	506.590	47.721	288.121	444.073	35.008	317.797	118.374	60.100	270.890	182.411	45.483	301.118	366.624	129.540	304.670	431.556	131.567	320.320	410.213	220.104	302.477	485.087	128.474	301.814	503.146	197.639	300.305	261.681	137.072	295.116	189.233	140.572	306.648	197.955	230.260	291.285	131.407	129.121	284.848	111.004	200.199	275.314
1537	15.36000	381.344	-139.982	827.772	370.341	-241.365	808.512	207.960	-220.285	805.517	228.357	-115.456	829.789	290.729	-289.991	653.623	298.712	-169.042	600.041	506.967	-231.527	597.243	93.959	-234.715	578.170	553.777	-225.297	531.407	44.363	-234.684	501.936	353.900	-323.139	167.599	259.503	-320.859	174.568	0.000	0.000	0.000	596.803	-179.139	279.009	536.044	-219.951	238.439	18.799	-170.620	242.909	72.237	-210.868	208.296	506.609	47.723	288.063	444.054	35.037	317.778	118.360	60.090	270.911	182.372	45.499	301.156	366.651	129.610	304.600	431.532	131.599	320.283	410.295	220.148	302.408	485.104	128.557	301.744	503.190	197.650	300.314	261.657	137.106	295.120	189.213	140.602	306.677	197.909	230.309	291.206	131.411	129.159	284.791	111.000	200.257	275.255
1538	15.37000	381.302	-139.986	827.787	370.319	-241.376	808.475	207.924	-220.263	805.507	228.309	-115.481	829.832	290.674	-289.983	653.640	298.714	-168.943	600.103	506.926	-231.501	597.207	93.923	-234.709	578.161	553.760	-225.274	531.403	44.334	-234.656	501.904	353.914	-323.151	167.624	259.500	-320.851	174.540	0.000	0.000	0.000	596.737	-179.107	278.950	535.988	-219.946	238.426	18.804	-170.595	242.879	72.246	-210.860	208.263	506.597	47.718	288.113	444.053	35.050	317.768	118.334	60.171	270.870	182.337	45.538	301.162	366.665	129.630	304.545	431.589	131.603	320.282	410.383	220.162	302.325	485.136	128.505	301.797	503.249	197.635	300.308	261.592	137.133	295.157	189.142	140.617	306.698	197.827	230.320	291.224	131.368	129.150	284.806	110.910	200.279	275.242
1539	15.38000	381.280	-139.986	827.795	370.272	-241.352	808.453	207.883	-220.251	805.484	228.325	-115.440	829.860	290.636	-289.970	653.641	298.675	-168.801	600.131	506.894	-231.505	597.201	93.901	-234.676	578.137	553.723	-225.273	531.403	44.302	-234.670	501.922	353.892	-323.131	167.626	259.468	-320.847	174.562	0.000	0.000	0.000	596.717	-179.144	278.960	535.948	-219.963	238.402	18.814	-170.591	242.860	72.269	-210.845	208.253	506.625	47.689	288.120	444.077	35.050	317.747	118.280	60.187	270.871	182.321	45.558	301.193	366.683	129.652	304.515	431.573	131.641	320.222	410.399	220.185	302.278	485.162	128.564	301.722	503.284	197.642	300.279	261.600	137.194	295.136	189.123	140.651	306.697	197.799	230.358	291.181	131.307	129.190	284.773	110.826	200.278	275.219
