NO_OF_FRAMES	2130
NO_OF_CAMERAS	6
NO_OF_MARKERS	31
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-09-10, 12:10:36.270	4128673.93321610
DATA_INCLUDED	3D
MARKER_NAMES	RFH	RBH	LBH	LFH	C7	IJ_chest	RAC_sho	LAC_sho	RHGT_sho	LHGT_sho	RPSI_back	LPSI_back	RASI	RLE_elb	RME_elb	LLE_elb	LME_elb	RUS_wrist	RRS_wrist	LUS_wrist	LRS_wrist	RTF_hand	RHM2_hand	RIF_hand	RHL5_hand	RLF_hand	LTF_hand	LHM2_hand	LIF_hand	LHL5_hand	LLF_hand
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Mixed	Measured	Mixed	Measured	Measured
Frame	Time	RFH X	RFH Y	RFH Z	RBH X	RBH Y	RBH Z	LBH X	LBH Y	LBH Z	LFH X	LFH Y	LFH Z	C7 X	C7 Y	C7 Z	IJ_chest X	IJ_chest Y	IJ_chest Z	RAC_sho X	RAC_sho Y	RAC_sho Z	LAC_sho X	LAC_sho Y	LAC_sho Z	RHGT_sho X	RHGT_sho Y	RHGT_sho Z	LHGT_sho X	LHGT_sho Y	LHGT_sho Z	RPSI_back X	RPSI_back Y	RPSI_back Z	LPSI_back X	LPSI_back Y	LPSI_back Z	RASI X	RASI Y	RASI Z	RLE_elb X	RLE_elb Y	RLE_elb Z	RME_elb X	RME_elb Y	RME_elb Z	LLE_elb X	LLE_elb Y	LLE_elb Z	LME_elb X	LME_elb Y	LME_elb Z	RUS_wrist X	RUS_wrist Y	RUS_wrist Z	RRS_wrist X	RRS_wrist Y	RRS_wrist Z	LUS_wrist X	LUS_wrist Y	LUS_wrist Z	LRS_wrist X	LRS_wrist Y	LRS_wrist Z	RTF_hand X	RTF_hand Y	RTF_hand Z	RHM2_hand X	RHM2_hand Y	RHM2_hand Z	RIF_hand X	RIF_hand Y	RIF_hand Z	RHL5_hand X	RHL5_hand Y	RHL5_hand Z	RLF_hand X	RLF_hand Y	RLF_hand Z	LTF_hand X	LTF_hand Y	LTF_hand Z	LHM2_hand X	LHM2_hand Y	LHM2_hand Z	LIF_hand X	LIF_hand Y	LIF_hand Z	LHL5_hand X	LHL5_hand Y	LHL5_hand Z	LLF_hand X	LLF_hand Y	LLF_hand Z	
185	1.84000	388.054	-148.911	826.762	379.308	-250.657	807.426	216.224	-233.705	809.284	234.659	-128.763	833.849	294.754	-295.265	653.112	303.079	-174.061	601.163	510.244	-237.643	594.572	98.190	-237.839	579.518	556.996	-229.962	529.371	48.048	-236.937	504.003	354.537	-326.679	167.481	260.091	-324.309	174.578	0.000	0.000	0.000	602.301	-175.170	279.728	544.314	-217.775	236.865	20.474	-167.076	246.421	0.000	0.000	0.000	496.463	48.293	282.818	431.706	25.205	302.023	132.637	67.916	264.821	195.090	40.199	285.138	389.298	92.651	378.509	435.113	56.905	369.940	424.062	91.685	453.300	484.249	75.473	351.283	508.248	95.681	414.898	257.203	90.472	359.739	189.951	69.253	354.852	196.483	102.370	438.085	137.704	88.652	327.168	106.032	105.249	389.373
186	1.85000	388.011	-148.943	826.746	379.276	-250.699	807.440	216.201	-233.717	809.299	234.663	-128.744	833.833	294.731	-295.268	653.109	303.028	-174.029	601.128	510.235	-237.696	594.582	98.176	-237.812	579.457	557.018	-229.968	529.393	48.072	-236.920	503.935	354.535	-326.668	167.514	260.069	-324.283	174.576	0.000	0.000	0.000	602.314	-175.162	279.753	544.249	-217.737	236.853	20.604	-167.073	246.352	0.000	0.000	0.000	496.567	48.363	283.155	431.752	25.196	302.295	132.907	67.876	265.112	195.284	39.971	285.468	389.451	91.870	379.158	435.177	56.295	370.414	424.128	90.829	453.708	484.343	75.136	351.665	508.249	95.058	415.419	257.153	89.469	360.635	189.880	68.348	355.327	196.189	100.749	438.754	137.796	88.183	327.562	106.133	104.524	389.881
187	1.86000	388.018	-149.001	826.759	379.236	-250.726	807.439	216.193	-233.725	809.286	234.655	-128.775	833.821	294.676	-295.280	653.126	302.934	-173.904	601.193	510.231	-237.714	594.604	98.156	-237.819	579.400	556.986	-229.999	529.383	48.096	-236.894	503.851	354.550	-326.692	167.551	260.074	-324.261	174.570	0.000	0.000	0.000	602.321	-175.189	279.820	544.248	-217.665	236.817	20.737	-167.050	246.193	0.000	0.000	0.000	496.568	48.413	283.351	431.723	25.217	302.445	133.271	67.853	265.477	195.493	39.771	285.805	389.566	91.206	379.801	435.316	55.729	370.730	424.180	89.988	454.060	484.417	74.805	352.046	508.202	94.464	415.905	256.987	88.435	361.533	189.732	67.392	355.922	195.900	99.159	439.520	137.988	87.690	328.070	106.238	103.638	390.574
188	1.87000	388.023	-149.043	826.755	379.195	-250.779	807.429	216.118	-233.752	809.279	234.603	-128.817	833.838	294.681	-295.277	653.084	302.994	-173.967	601.123	510.198	-237.732	594.578	98.165	-237.823	579.346	556.971	-230.019	529.400	48.079	-236.885	503.785	354.553	-326.648	167.540	260.090	-324.226	174.582	0.000	0.000	0.000	602.340	-175.189	279.793	544.215	-217.644	236.813	20.895	-167.056	246.088	0.000	0.000	0.000	496.567	48.397	283.596	431.918	25.050	302.759	133.530	67.806	265.821	195.587	39.513	286.202	389.745	90.477	380.335	435.402	55.264	370.983	424.148	89.172	454.571	484.446	74.533	352.343	508.198	93.922	416.411	256.777	87.366	362.417	189.823	66.538	356.266	195.644	97.535	440.295	138.070	87.070	328.672	106.320	102.848	391.075
189	1.88000	387.994	-149.107	826.761	379.167	-250.850	807.426	216.099	-233.782	809.285	234.615	-128.828	833.834	294.643	-295.296	653.079	302.933	-173.975	601.134	510.197	-237.741	594.580	98.170	-237.828	579.237	556.950	-230.026	529.396	48.085	-236.868	503.678	354.560	-326.636	167.524	260.114	-324.224	174.587	0.000	0.000	0.000	602.349	-175.218	279.857	544.212	-217.602	236.810	21.062	-167.075	246.015	0.000	0.000	0.000	496.573	48.389	283.830	431.951	25.033	302.962	133.755	67.774	266.210	195.725	39.266	286.608	389.880	89.781	380.978	435.412	54.866	371.254	424.138	88.413	455.025	484.460	74.236	352.708	508.204	93.348	416.919	256.576	86.235	363.287	189.892	65.654	356.636	195.410	95.945	441.034	138.182	86.634	329.052	106.500	102.075	391.844
190	1.89000	387.972	-149.172	826.782	379.146	-250.893	807.431	216.070	-233.794	809.266	234.596	-128.879	833.830	294.614	-295.314	653.063	302.955	-174.028	601.117	510.180	-237.766	594.603	98.104	-237.824	579.172	556.948	-230.048	529.385	48.074	-236.864	503.611	354.581	-326.631	167.536	260.149	-324.201	174.568	0.000	0.000	0.000	602.386	-175.230	279.910	544.235	-217.559	236.795	21.181	-167.094	245.932	0.000	0.000	0.000	496.566	48.388	284.141	431.901	24.961	303.166	134.000	67.703	266.702	196.000	39.070	286.838	390.075	89.047	381.537	435.469	54.469	371.501	424.111	87.717	455.479	484.408	73.935	353.092	508.211	92.867	417.349	256.512	85.105	364.074	189.915	64.768	357.019	195.230	94.334	441.760	138.269	86.049	329.688	106.718	101.334	392.447
191	1.90000	387.951	-149.227	826.762	379.093	-250.948	807.425	216.015	-233.830	809.248	234.549	-128.917	833.810	294.630	-295.322	653.039	302.891	-174.090	601.084	510.146	-237.799	594.614	98.109	-237.844	579.132	556.943	-230.057	529.416	48.088	-236.848	503.518	354.599	-326.589	167.509	260.161	-324.177	174.563	0.000	0.000	0.000	602.432	-175.262	279.997	544.243	-217.562	236.825	21.349	-167.112	245.807	0.000	0.000	0.000	496.593	48.366	284.463	431.923	24.823	303.479	134.188	67.718	266.944	196.218	38.883	287.115	390.200	88.388	382.155	435.586	54.088	371.853	424.151	87.163	455.880	484.574	73.692	353.464	508.234	92.476	417.740	256.715	84.036	364.709	189.792	63.848	357.463	195.211	92.797	442.289	138.463	85.604	330.190	106.842	100.535	393.128
192	1.91000	387.916	-149.297	826.808	379.049	-251.019	807.432	216.011	-233.856	809.240	234.552	-128.958	833.841	294.581	-295.354	653.029	302.908	-174.013	601.080	510.140	-237.836	594.639	98.102	-237.848	579.053	556.962	-230.111	529.456	48.091	-236.843	503.455	354.616	-326.603	167.520	260.189	-324.185	174.588	0.000	0.000	0.000	602.376	-175.235	279.967	544.274	-217.563	236.856	21.560	-167.107	245.679	0.000	0.000	0.000	496.556	48.356	284.780	431.960	24.702	303.827	134.419	67.681	267.391	196.452	38.722	287.322	390.314	87.810	382.721	435.734	53.741	372.247	424.118	86.736	456.266	484.567	73.442	353.790	508.294	92.091	418.134	256.581	82.900	365.471	189.708	62.890	358.035	195.263	91.241	443.003	138.572	85.137	330.614	107.031	99.725	393.877
193	1.92000	387.913	-149.372	826.825	379.022	-251.075	807.400	215.984	-233.893	809.240	234.522	-128.998	833.843	294.525	-295.374	652.993	302.834	-174.093	601.055	510.108	-237.888	594.676	98.053	-237.850	578.982	556.928	-230.158	529.468	48.078	-236.850	503.363	354.649	-326.565	167.495	260.222	-324.171	174.583	0.000	0.000	0.000	602.384	-175.242	280.018	544.296	-217.591	236.883	21.683	-167.130	245.640	0.000	0.000	0.000	496.578	48.290	285.085	431.862	24.627	304.043	134.609	67.685	267.766	196.425	38.461	287.748	390.265	87.350	383.221	435.711	53.401	372.559	424.021	86.343	456.707	484.580	73.240	354.137	508.283	91.728	418.508	256.436	81.760	366.193	189.780	62.052	358.395	195.387	89.854	443.537	138.675	84.598	331.228	107.243	99.010	394.480
194	1.93000	387.870	-149.423	826.805	378.971	-251.139	807.408	215.907	-233.975	809.245	234.481	-129.057	833.839	294.493	-295.418	652.997	302.845	-174.094	601.035	510.119	-237.922	594.686	98.048	-237.885	578.922	556.919	-230.196	529.501	48.103	-236.854	503.275	354.672	-326.578	167.529	260.249	-324.157	174.581	0.000	0.000	0.000	602.495	-175.340	280.170	544.292	-217.651	236.941	21.860	-167.140	245.536	0.000	0.000	0.000	496.527	48.192	285.401	431.814	24.563	304.256	134.786	67.674	268.042	196.589	38.280	288.018	390.248	86.942	383.696	435.680	53.005	372.924	423.832	85.856	457.183	484.533	73.029	354.520	508.299	91.320	418.953	256.604	80.678	366.708	189.846	61.276	358.698	195.457	88.537	444.033	138.709	84.135	331.792	107.489	98.371	395.064
195	1.94000	387.858	-149.512	826.811	378.931	-251.215	807.410	215.867	-234.011	809.247	234.470	-129.098	833.849	294.482	-295.426	652.980	302.791	-174.161	601.023	510.084	-237.966	594.725	98.039	-237.894	578.868	556.914	-230.220	529.557	48.060	-236.886	503.212	354.732	-326.534	167.515	260.265	-324.169	174.628	0.000	0.000	0.000	602.443	-175.350	280.120	544.316	-217.680	236.962	21.982	-167.150	245.431	0.000	0.000	0.000	496.472	48.138	285.630	432.077	24.933	304.435	135.000	67.706	268.338	196.657	38.032	288.360	390.208	86.529	384.111	435.696	52.627	373.196	423.684	85.356	457.481	484.465	72.767	354.922	508.274	90.972	419.321	256.816	79.807	367.079	189.919	60.531	358.968	195.454	87.303	444.550	138.854	83.781	332.123	107.591	97.715	395.699
196	1.95000	387.819	-149.599	826.839	378.885	-251.289	807.410	215.812	-234.081	809.248	234.456	-129.152	833.860	294.442	-295.494	652.963	302.887	-174.257	600.961	510.053	-238.024	594.780	97.983	-237.940	578.808	556.912	-230.270	529.622	48.086	-236.905	503.151	354.749	-326.516	167.513	260.315	-324.142	174.601	0.000	0.000	0.000	602.492	-175.429	280.217	544.348	-217.687	236.981	22.099	-167.151	245.356	0.000	0.000	0.000	496.491	48.125	285.911	432.047	24.888	304.598	135.184	67.627	268.733	196.707	37.804	288.710	390.157	86.132	384.443	435.764	52.177	373.553	423.588	84.817	457.804	484.509	72.474	355.378	508.182	90.614	419.771	256.561	78.775	367.766	189.947	59.822	359.297	195.426	86.193	445.069	138.970	83.351	332.558	107.830	97.135	396.104
197	1.96000	387.777	-149.670	826.816	378.865	-251.380	807.419	215.819	-234.114	809.227	234.391	-129.223	833.829	294.381	-295.545	652.942	302.804	-174.223	601.002	510.025	-238.092	594.787	97.982	-237.946	578.748	556.874	-230.311	529.617	48.086	-236.937	503.061	354.770	-326.485	167.479	260.347	-324.128	174.596	0.000	0.000	0.000	602.535	-175.478	280.268	544.347	-217.748	237.033	22.210	-167.167	245.291	0.000	0.000	0.000	496.496	48.078	286.185	432.145	24.719	304.901	135.357	67.574	269.031	196.898	37.619	288.907	390.075	85.628	384.891	435.860	51.786	373.820	423.341	84.216	458.175	484.558	72.135	355.705	508.062	90.138	420.285	256.501	77.939	368.437	189.972	59.193	359.493	195.393	85.200	445.522	139.095	82.940	332.966	107.871	96.475	396.700
198	1.97000	387.751	-149.756	826.835	378.817	-251.446	807.422	215.744	-234.206	809.243	234.364	-129.293	833.832	294.340	-295.576	652.928	302.782	-174.300	601.040	510.038	-238.148	594.818	97.968	-237.992	578.719	556.895	-230.415	529.709	48.081	-236.959	502.967	354.806	-326.481	167.503	260.363	-324.107	174.598	0.000	0.000	0.000	602.549	-175.505	280.353	544.356	-217.752	237.063	22.263	-167.192	245.285	0.000	0.000	0.000	496.572	48.057	286.493	432.213	24.548	305.140	135.519	67.525	269.216	196.952	37.371	289.236	389.992	85.146	385.154	435.865	51.300	374.091	423.136	83.654	458.519	484.559	71.863	355.990	507.918	89.690	420.715	256.634	77.365	368.905	189.817	58.565	359.849	195.309	84.267	445.938	139.148	82.571	333.269	107.906	95.863	397.054
199	1.98000	387.722	-149.838	826.821	378.780	-251.540	807.441	215.732	-234.264	809.247	234.356	-129.334	833.790	294.306	-295.630	652.924	302.804	-174.347	601.016	510.011	-238.229	594.847	97.932	-238.020	578.664	556.858	-230.445	529.716	48.109	-236.969	502.844	354.848	-326.463	167.542	260.406	-324.084	174.600	0.000	0.000	0.000	602.594	-175.576	280.440	544.397	-217.771	237.102	22.323	-167.197	245.217	0.000	0.000	0.000	496.596	48.049	286.760	432.275	24.385	305.435	135.679	67.515	269.445	197.181	37.276	289.409	389.970	84.633	385.419	435.873	50.898	374.293	422.931	83.180	458.810	484.557	71.604	356.249	507.876	89.256	421.152	256.664	76.801	369.198	189.699	57.968	360.313	195.213	83.483	446.319	139.172	82.215	333.540	108.006	95.410	397.330
200	1.99000	387.682	-149.940	826.855	378.728	-251.638	807.446	215.660	-234.355	809.240	234.302	-129.425	833.807	294.262	-295.673	652.900	302.827	-174.484	601.036	509.996	-238.306	594.874	97.915	-238.043	578.623	556.895	-230.574	529.798	48.090	-237.010	502.804	354.888	-326.455	167.541	260.426	-324.068	174.596	0.000	0.000	0.000	602.624	-175.610	280.492	544.439	-217.791	237.141	22.438	-167.208	245.192	0.000	0.000	0.000	496.672	47.984	287.029	432.266	24.281	305.571	135.892	67.490	269.682	197.324	37.179	289.557	389.958	84.170	385.764	435.850	50.578	374.516	422.761	82.751	459.051	484.482	71.374	356.593	507.847	88.893	421.458	256.171	75.943	369.987	189.674	57.542	360.521	195.151	82.880	446.630	139.198	81.952	333.755	107.989	94.906	397.772
201	2.00000	387.615	-150.034	826.822	378.667	-251.734	807.464	215.645	-234.427	809.221	234.283	-129.490	833.767	294.207	-295.793	652.880	302.747	-174.559	601.040	509.987	-238.382	594.902	97.895	-238.095	578.572	556.854	-230.616	529.806	48.096	-237.027	502.777	354.921	-326.445	167.505	260.475	-324.060	174.593	0.000	0.000	0.000	602.633	-175.656	280.520	544.442	-217.829	237.149	22.517	-167.192	245.123	0.000	0.000	0.000	496.658	47.942	287.222	432.329	24.189	305.763	135.996	67.457	269.860	197.356	37.057	289.679	389.989	83.769	386.084	435.828	50.299	374.723	422.670	82.474	459.244	484.471	71.146	356.884	507.760	88.575	421.822	256.156	75.383	370.236	189.669	57.188	360.701	195.133	82.475	446.844	139.173	81.688	333.955	108.015	94.624	397.954
202	2.01000	387.616	-150.132	826.861	378.632	-251.849	807.454	215.593	-234.532	809.224	234.229	-129.579	833.789	294.198	-295.886	652.849	302.731	-174.674	601.017	509.962	-238.489	594.921	97.872	-238.147	578.545	556.835	-230.722	529.856	48.094	-237.066	502.729	354.938	-326.429	167.527	260.484	-324.049	174.578	0.000	0.000	0.000	602.680	-175.729	280.603	544.461	-217.882	237.213	22.605	-167.170	245.076	0.000	0.000	0.000	496.700	47.875	287.374	432.375	24.045	305.994	136.097	67.468	269.947	197.510	37.058	289.747	390.012	83.370	386.332	435.833	50.034	374.889	422.740	82.127	459.435	484.460	70.972	357.243	507.692	88.265	422.122	256.180	74.874	370.520	189.655	56.940	360.822	195.176	82.084	447.002	139.249	81.552	334.101	107.998	94.383	398.062
203	2.02000	387.562	-150.269	826.828	378.577	-251.989	807.430	215.554	-234.608	809.212	234.239	-129.670	833.755	294.163	-295.981	652.799	302.686	-174.730	601.040	509.959	-238.576	594.938	97.865	-238.201	578.511	556.856	-230.807	529.895	48.104	-237.087	502.684	354.976	-326.403	167.523	260.520	-324.064	174.580	0.000	0.000	0.000	602.653	-175.711	280.593	544.503	-217.866	237.231	22.710	-167.138	244.992	0.000	0.000	0.000	496.674	47.858	287.486	432.416	23.940	306.157	136.176	67.496	270.020	197.584	37.037	289.789	390.076	83.035	386.573	435.866	49.740	375.062	422.819	81.739	459.647	484.546	70.795	357.432	507.771	87.999	422.306	256.248	74.545	370.659	189.641	56.704	360.869	195.149	81.733	447.153	139.269	81.489	334.180	107.996	94.267	398.201
204	2.03000	387.534	-150.389	826.841	378.545	-252.105	807.465	215.489	-234.740	809.191	234.193	-129.782	833.759	294.120	-296.076	652.817	302.683	-174.833	601.050	509.927	-238.685	594.968	97.848	-238.272	578.460	556.843	-230.921	529.891	48.126	-237.102	502.623	354.992	-326.391	167.513	260.538	-324.043	174.584	0.000	0.000	0.000	602.755	-175.858	280.717	544.491	-217.913	237.270	22.777	-167.150	245.002	0.000	0.000	0.000	496.700	47.823	287.626	432.409	23.928	306.235	136.217	67.556	270.015	197.608	37.007	289.850	390.207	82.779	386.817	435.972	49.471	375.266	422.949	81.313	459.914	484.620	70.591	357.598	507.863	87.694	422.509	256.314	74.232	370.726	189.664	56.575	360.843	195.150	81.462	447.241	139.278	81.409	334.282	107.990	94.113	398.272
205	2.04000	387.498	-150.525	826.882	378.499	-252.221	807.458	215.478	-234.829	809.170	234.159	-129.906	833.760	294.083	-296.145	652.777	302.675	-174.934	601.026	509.917	-238.755	594.975	97.940	-238.358	578.474	556.804	-231.002	529.927	48.094	-237.131	502.588	355.038	-326.378	167.523	260.574	-324.031	174.554	0.000	0.000	0.000	602.707	-175.866	280.688	544.504	-217.939	237.267	22.882	-167.161	244.943	0.000	0.000	0.000	496.812	47.752	287.741	432.455	23.854	306.365	136.255	67.606	270.042	197.655	37.039	289.828	390.359	82.505	386.989	436.184	49.182	375.462	423.159	80.883	460.116	484.723	70.395	357.761	507.963	87.423	422.690	256.288	73.944	370.825	189.587	56.416	360.882	195.128	81.276	447.264	139.293	81.352	334.311	107.953	94.013	398.307
206	2.05000	387.464	-150.676	826.880	378.448	-252.365	807.454	215.427	-234.954	809.151	234.123	-130.040	833.776	294.050	-296.225	652.762	302.690	-175.006	601.029	509.881	-238.870	595.006	97.950	-238.397	578.384	556.814	-231.079	529.962	48.083	-237.164	502.546	355.061	-326.380	167.543	260.601	-324.029	174.553	0.000	0.000	0.000	602.715	-175.925	280.724	544.481	-217.972	237.292	22.933	-167.109	244.865	0.000	0.000	0.000	496.838	47.768	287.882	432.561	23.822	306.477	136.283	67.646	270.038	197.666	37.034	289.846	390.572	82.097	387.350	436.322	48.881	375.603	423.395	80.430	460.336	484.828	70.198	357.948	508.073	87.107	422.892	256.244	73.656	370.919	189.559	56.252	360.886	195.057	81.090	447.300	139.295	81.332	334.308	107.962	93.926	398.307
207	2.06000	387.387	-150.794	826.892	378.405	-252.507	807.468	215.375	-235.095	809.139	234.084	-130.178	833.760	294.018	-296.334	652.758	302.653	-175.128	601.021	509.866	-238.947	595.041	97.917	-238.498	578.368	556.815	-231.162	529.974	48.099	-237.131	502.434	355.089	-326.376	167.519	260.609	-324.043	174.560	0.000	0.000	0.000	602.770	-176.052	280.769	544.458	-218.040	237.339	23.029	-167.052	244.735	0.000	0.000	0.000	496.954	47.739	288.021	432.688	23.744	306.622	136.335	67.721	269.990	197.675	37.052	289.862	390.789	81.658	387.669	436.501	48.550	375.736	423.536	79.970	460.621	484.961	69.998	358.106	508.200	86.707	423.145	256.214	73.256	370.985	189.445	56.080	360.908	194.985	80.823	447.320	139.237	81.220	334.356	107.942	93.847	398.352
208	2.07000	387.385	-150.973	826.927	378.384	-252.639	807.441	215.323	-235.220	809.133	234.025	-130.347	833.788	293.960	-296.396	652.724	302.662	-175.203	601.064	509.883	-239.024	595.005	97.920	-238.554	578.262	556.780	-231.249	529.993	48.054	-237.205	502.414	355.101	-326.336	167.520	260.652	-324.026	174.517	0.000	0.000	0.000	602.770	-176.148	280.768	544.426	-218.065	237.339	23.066	-167.050	244.691	0.000	0.000	0.000	497.036	47.746	288.179	432.828	23.639	306.756	136.357	67.728	270.026	197.686	37.000	289.860	391.043	81.246	387.990	436.619	48.255	375.880	423.678	79.615	460.827	485.148	69.780	358.350	508.304	86.374	423.371	256.244	72.868	371.051	189.414	55.870	360.920	194.942	80.508	447.370	139.201	81.163	334.371	107.880	93.705	398.441
209	2.08000	387.337	-151.121	826.926	378.328	-252.787	807.443	215.261	-235.366	809.104	234.015	-130.460	833.767	293.944	-296.507	652.702	302.598	-175.269	601.070	509.870	-239.122	595.047	97.926	-238.612	578.211	556.763	-231.303	529.954	48.049	-237.223	502.352	355.123	-326.340	167.479	260.664	-324.018	174.518	0.000	0.000	0.000	602.799	-176.263	280.816	544.384	-218.112	237.347	23.112	-167.058	244.640	0.000	0.000	0.000	497.166	47.716	288.303	432.972	23.554	306.865	136.398	67.724	270.014	197.689	36.934	289.918	391.264	80.822	388.241	436.763	47.963	376.004	423.863	79.222	461.057	485.250	69.586	358.560	508.439	86.077	423.619	256.140	72.358	371.223	189.370	55.702	360.926	194.864	80.242	447.458	139.163	81.047	334.385	107.832	93.553	398.512
210	2.09000	387.310	-151.261	826.968	378.300	-252.943	807.413	215.253	-235.501	809.096	233.981	-130.579	833.758	293.921	-296.582	652.663	302.622	-175.334	600.997	509.836	-239.227	595.049	97.894	-238.655	578.150	556.750	-231.394	529.983	48.059	-237.247	502.263	355.145	-326.325	167.486	260.663	-324.007	174.489	0.000	0.000	0.000	602.814	-176.352	280.838	544.387	-218.164	237.339	23.126	-167.053	244.576	0.000	0.000	0.000	497.301	47.646	288.478	433.003	23.566	306.913	136.434	67.735	270.053	197.720	36.885	289.978	391.488	80.396	388.595	436.896	47.650	376.157	424.011	78.680	461.336	485.445	69.357	358.771	508.515	85.729	423.879	255.841	71.822	371.608	189.325	55.490	360.994	194.831	80.042	447.511	139.155	80.925	334.472	107.806	93.378	398.602
211	2.10000	387.250	-151.416	826.974	378.249	-253.086	807.416	215.211	-235.663	809.096	233.915	-130.779	833.833	293.897	-296.653	652.650	302.619	-175.432	600.968	509.825	-239.316	595.062	97.877	-238.718	578.109	556.769	-231.513	530.002	48.025	-237.308	502.221	355.167	-326.323	167.468	260.695	-324.019	174.500	0.000	0.000	0.000	602.798	-176.412	280.822	544.377	-218.197	237.330	23.144	-167.094	244.572	0.000	0.000	0.000	497.400	47.623	288.636	433.116	23.483	307.034	136.500	67.725	270.067	197.783	36.822	290.010	391.733	80.005	388.902	437.175	47.267	376.377	424.184	78.088	461.590	485.642	69.079	359.044	508.636	85.338	424.172	255.922	71.381	371.823	189.320	55.280	361.057	194.763	79.756	447.629	139.180	80.803	334.542	107.816	93.158	398.679
212	2.11000	387.237	-151.585	826.995	378.228	-253.242	807.388	215.144	-235.823	809.065	233.871	-130.932	833.855	293.859	-296.731	652.643	302.578	-175.481	600.983	509.807	-239.419	595.073	97.842	-238.763	578.091	556.759	-231.628	530.028	48.009	-237.336	502.159	355.169	-326.320	167.467	260.697	-323.982	174.470	0.000	0.000	0.000	602.806	-176.570	280.876	544.365	-218.275	237.395	23.166	-167.109	244.488	0.000	0.000	0.000	497.551	47.591	288.879	433.270	23.325	307.195	136.550	67.692	270.200	197.824	36.722	290.068	391.962	79.677	389.190	437.393	46.876	376.635	424.348	77.535	461.815	485.788	68.788	359.249	508.781	84.874	424.491	255.688	70.831	372.218	189.292	54.992	361.119	194.722	79.342	447.761	139.182	80.612	334.705	107.805	92.874	398.821
213	2.12000	387.183	-151.705	827.029	378.185	-253.384	807.378	215.126	-235.940	809.042	233.857	-131.081	833.878	293.882	-296.797	652.613	302.591	-175.588	601.026	509.790	-239.537	595.100	97.824	-238.797	578.051	556.771	-231.786	530.063	48.015	-237.394	502.128	355.191	-326.305	167.464	260.706	-323.986	174.486	0.000	0.000	0.000	602.848	-176.709	280.913	544.348	-218.336	237.375	23.197	-167.155	244.477	0.000	0.000	0.000	497.653	47.525	289.066	433.364	23.274	307.313	136.555	67.639	270.350	197.826	36.608	290.187	392.225	79.210	389.474	437.592	46.518	376.824	424.587	76.955	462.090	485.991	68.474	359.540	508.943	84.403	424.781	255.634	70.385	372.354	189.254	54.641	361.204	194.741	78.827	447.997	139.186	80.319	334.897	107.791	92.496	399.045
